nid,title,uuid,field_leg_hosting_site_value,field_leg_hosting_master_stage_value,HMS_UUID,HMS_Value,Acquia_Hosting_Product,field_leg_remote_admin_value,field_active_value,field_ra_pref_update_value,RA_Pref_Update_UUID,date,docroot,realm,prod_env_core,ra_env_core,Prod Formatted Version,RA Formatted Version,Prod Major Version,Prod Release,Prod Secure,RA Major Version,RA Release,RA Secure,Prod Current,RA Current,RA Pref
6941506,pfdiagnrestoolorg,a6107104-f612-44ca-9062-3b11df8d7cb4,pfdiagnrestoolorg,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,pfdiagnrestoolorg,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
6979111,NBCU - Deportes,a5b592d2-9364-4499-be35-77b353e4355d,nbcudeportes,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,nbcudeportes,prod,772,781,7.72,7.81,7.x,2020-06-17,0,7.x,2021-06-02,0,,x,Update
6983391,Innate2 Sales,6d672753-52e3-4ced-9051-3eb27ba1ec42,innate2,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,innate2,prod,8916,111,8.9.16,1.1.1,8.x,2021-05-26,1,,,0,x,,Update
6983631,Sandbox,4f5c625e-0c04-4497-8cc2-469b6a8fba8e,sandbox,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,sandbox,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7002131,Grinnell 18,c25a1904-1a49-4e28-8be5-bdf8b8b3c7fd,grinnell18,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,grinnell18,prod,778,780,7.78,7.80,7.x,2021-01-20,0,7.x,2021-04-21,1,,,Update
7006761,pfpfizerproin,cff24400-acd7-433f-aee3-c7ca3344a594,pfpfizerproin,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,cff24400-acd7-433f-aee3-c7ca3344a594,2021-06-08,pfpfizerproin,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,No Inform
7007786,pffondazioneit,e2bd8ae9-86af-479e-bc30-e461101d7199,pffondazioneit,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,pffondazioneit,prod,773,111,7.73,1.1.1,7.x,2020-09-16,0,,,0,,,Update
7007831,pfscan4health,51699d0d-7bd9-405c-94f5-923e55e036ed,pfscan4health,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,pfscan4health,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7008071,pfvidflix,702078d1-6707-4be7-a9ea-b64f96def651,pfvidflix,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,pfvidflix,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7008146,pfemvoliazogr,f0d4243f-d299-46f6-ae2b-c47cc2791fb6,pfemvoliazogr,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,pfemvoliazogr,prod,778,111,7.78,1.1.1,7.x,2021-01-20,0,,,0,,,Update
7012916,pfmrcccarede [pfmrcccarede],5630d7a9-10b7-48e0-a045-1bee7e045b2c,pfmrcccarede,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,5630d7a9-10b7-48e0-a045-1bee7e045b2c,2021-06-08,pfmrcccarede,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,No Inform
7014811,Blue Cross Blue Shield of Minnesota,20e405e1-daca-4d83-b441-afc2910c531f,bcbsmn,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,bcbsmn,prod,896,111,8.9.6,1.1.1,8.x,2020-09-16,0,,,0,,,Update
7015231,Home Depot,1693fec1-dc40-4196-b60f-8edd511e32d4,homedepot,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,homedepot,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
7019586,isover3b,860208fa-466b-42f6-9c7c-e4a68a3bb2c2,isover3b,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,isover3b,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
7019741,Saint-Gobain 2018-D7,a3144032-6f66-43e3-bdcf-665ddca76c0b,saintgobain2018d7,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,saintgobain2018d7,prod,780,780,7.80,7.80,7.x,2021-04-21,1,7.x,2021-04-21,1,,,Update
7048821,Saint Gobain UK,ca596ff4-0b0b-479b-8e44-bbf49fdef667,saintgobainuk,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,saintgobainuk,prod,8916,111,8.9.16,1.1.1,8.x,2021-05-26,1,,,0,x,,Update
7057341,Rio Salado College,e3f82845-8fcc-43af-b0ea-994630b60831,riosalado,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,riosalado,prod,8913,111,8.9.13,1.1.1,8.x,2021-01-21,0,,,0,,,Update
7062081,Crain D8 - 2,1c8c892b-b479-4eea-9cb2-72a79ebc2e55,craind82,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,craind82,prod,8812,111,8.8.12,1.1.1,8.x,2020-11-26,0,,,0,,,Update
7069681,pfschlaganfallde,6eb6e872-cdaf-4a88-a1e2-56660f37a3c8,pfschlaganfallde,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,pfschlaganfallde,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7069736,pfprevenarcz,46980a07-3d95-4094-abd0-8e7fe4b25014,pfprevenarcz,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,46980a07-3d95-4094-abd0-8e7fe4b25014,2021-06-08,pfprevenarcz,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7069751,pfpfizerie,90747a9f-9d1e-4064-af81-de51f8763cb9,pfpfizerie,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,90747a9f-9d1e-4064-af81-de51f8763cb9,2021-06-08,pfpfizerie,prod,778,111,7.78,1.1.1,7.x,2021-01-20,0,,,0,,,No Inform
7069881,pflavieautourfr,16f10c2f-31f5-45a6-a374-ebde5d05605f,pflavieautourfr,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,16f10c2f-31f5-45a6-a374-ebde5d05605f,2021-06-08,pflavieautourfr,prod,775,333,7.75,3.3.3,7.x,2020-11-25,0,,,0,,,No Inform
7070826,pfapihemophilia,a010b531-42cc-412c-a8a6-eb10e88f3192,pfapihemophilia,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,a010b531-42cc-412c-a8a6-eb10e88f3192,2021-06-08,pfapihemophilia,prod,778,111,7.78,1.1.1,7.x,2021-01-20,0,,,0,,,No Inform
7070871,pfhcpcalendar,7e0b99a7-acef-498f-ac29-6b0e527d0406,pfhcpcalendar,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,7e0b99a7-acef-498f-ac29-6b0e527d0406,2021-06-08,pfhcpcalendar,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7070891,pfdaurismocom,7f88b32d-affc-4bef-a28c-929ddf97a72e,pfdaurismocom,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,7f88b32d-affc-4bef-a28c-929ddf97a72e,2021-06-08,pfdaurismocom,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7070901,pfpflogistikdk,78a6d6f6-64a7-49c2-b078-71fc82c23dfe,pfpflogistikdk,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,78a6d6f6-64a7-49c2-b078-71fc82c23dfe,2021-06-08,pfpflogistikdk,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,No Inform
7101186,WWF 2018,b8843e54-6948-4c57-82a1-571747c3a65b,wwf2018,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,wwf2018,prod,8916,8916,8.9.16,8.9.16,8.x,2021-05-26,1,8.x,2021-05-26,1,x,x,Update
7101191,WWF Support 2018,af0a5d11-d7af-4872-b0ea-9e293b3004ee,wwfsupport2018,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,wwfsupport2018,prod,8916,8916,8.9.16,8.9.16,8.x,2021-05-26,1,8.x,2021-05-26,1,x,x,Update
7101781,JNJ CON NA B38 D19 - my-coach.com,5819a326-9a1f-4eb1-a72e-6cecc68addfb,jnjnab38d19,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,jnjnab38d19,prod,772,781,7.72,7.81,7.x,2020-06-17,0,7.x,2021-06-02,0,,x,Update
7107726,pfbreakroomcomau,210a6323-4de6-4ac4-bd4a-354b323471e0,pfbreakroomcomau,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,210a6323-4de6-4ac4-bd4a-354b323471e0,2021-06-08,pfbreakroomcomau,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,No Inform
7108491,pfttrfapcokr,a673d8ed-3099-4232-bbbe-4b0760b1b9c9,pfttrfapcokr,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,a673d8ed-3099-4232-bbbe-4b0760b1b9c9,2021-06-08,pfttrfapcokr,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7110101,JNJ CON EMEA B35 D4 - daktarin.co.uk - D6/PHP5.6 Upgrade,2fc7f7e9-e827-420e-b759-f17af70db38f,jnjemeab35d4,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,jnjemeab35d4,prod,773,781,7.73,7.81,7.x,2020-09-16,0,7.x,2021-06-02,0,,x,Update
7115766,JNJ CON EMEA B8 D21 - Aveeno.co.uk -- D6/PHP5.6 Upgrade,2d5b64e3-c1cb-4316-a320-644bf4c1e4c1,jnjemeab8d21,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,jnjemeab8d21,prod,773,780,7.73,7.80,7.x,2020-09-16,0,7.x,2021-04-21,1,,,Update
7116211,El Camino Hospital D8,58524d2f-6764-4ad1-8795-6f8b67d01843,echd8,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,echd8,prod,8914,111,8.9.14,1.1.1,8.x,2021-04-21,0,,,0,,,Update
7138816,L.A. Care Health Plan,fbe83651-f9e1-4fcc-8937-0aca7aeba163,lacare,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,lacare,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
7146186,Greenwich Biosciences - US6,bb0c2209-0f6b-425b-ba9e-dbcf3691774c,us6,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,us6,prod,898,111,8.9.8,1.1.1,8.x,2020-11-05,0,,,0,,,Update
7152326,pftalzennacom,3af4c19e-f8c7-4923-bdbc-dd5c234594a1,pftalzennacom,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,3af4c19e-f8c7-4923-bdbc-dd5c234594a1,2021-06-08,pftalzennacom,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7152356,pfpfpharmacyacd,9c7d5353-b588-4d94-ba91-297d5ba1ed3d,pfpfpharmacyacd,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,9c7d5353-b588-4d94-ba91-297d5ba1ed3d,2021-06-08,pfpfpharmacyacd,prod,778,333,7.78,3.3.3,7.x,2021-01-20,0,,,0,,,No Inform
7160961,IECA,24b78542-20d7-4795-aab4-6575aa9f2956,ieca,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,ieca,prod,777,781,7.77,7.81,7.x,2020-12-03,0,7.x,2021-06-02,0,,x,Update
7161746,Greenwich Biosciences - UK3,b37f277a-517d-431e-b263-9d6d80a8aaf3,uk3,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,uk3,prod,919,111,9.1.9,1.1.1,9.x,2021-05-26,1,,,0,,,Update
7188691,Minnesota Pollution Control Agency,1df46b42-ddb7-4dbf-a109-0ad5872ba795,mpca,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,mpca,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7194466,pfwyethpakistan [pfwyethpakistan],c99e2824-66ee-44c4-9765-cca80c981cef,pfwyethpakistan,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,c99e2824-66ee-44c4-9765-cca80c981cef,2021-06-08,pfwyethpakistan,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,No Inform
7202036,pfdigitalchops,4a7cf574-241f-40c3-98cc-d3d4fd1c3ea9,pfdigitalchops,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,4a7cf574-241f-40c3-98cc-d3d4fd1c3ea9,2021-06-08,pfdigitalchops,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,No Inform
7203781,pfccpfizerperu,c24fe434-859c-4d3a-a8c6-7d4cd7d4a093,pfccpfizerperu,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,c24fe434-859c-4d3a-a8c6-7d4cd7d4a093,2021-06-08,pfccpfizerperu,prod,333,111,3.3.3,1.1.1,,,0,,,0,,,
7210476,Wendy's Product,33ddf0b9-4ad9-43bb-9165-9c33725be217,wendysproduct,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,wendysproduct,prod,333,8913,3.3.3,8.9.13,,,0,8.x,2021-01-21,0,,,Update
7215401,Rathbones,d9f6256d-18c5-4381-8601-ee6f71eb2ed4,rathbones,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,rathbones,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7240466,TPG Rise,81114995-9370-4f06-9788-47d7e35b09c7,tpgrise,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,tpgrise,prod,8914,8916,8.9.14,8.9.16,8.x,2021-04-21,0,8.x,2021-05-26,1,,x,Update
7240476,CDPQ - scoop,3fd8a9e1-a720-43d0-bf0a-1087ad4c574f,cdpqscoop,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,cdpqscoop,prod,896,8613,8.9.6,8.6.13,8.x,2020-09-16,0,8.x,2019-03-20,0,,,Update
7257831,clackamasnew,667f713b-8e14-429c-b8cd-7464263f9bc9,clackamasnew,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,clackamasnew,prod,8915,8916,8.9.15,8.9.16,8.x,2021-05-05,0,8.x,2021-05-26,1,,x,Update
7258471,pfpnomoriziko,ebfc2c36-c105-4994-8a1a-5ba68a074bc1,pfpnomoriziko,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,ebfc2c36-c105-4994-8a1a-5ba68a074bc1,2021-06-08,pfpnomoriziko,prod,773,111,7.73,1.1.1,7.x,2020-09-16,0,,,0,,,No Inform
7258486,pfchampixie,af2deafc-85c6-4f1f-8a6b-e0b487cba2f3,pfchampixie,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,af2deafc-85c6-4f1f-8a6b-e0b487cba2f3,2021-06-08,pfchampixie,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7258501,pfsopandtraining,c7bdec82-b121-420a-a66b-8ed2c259b4d7,pfsopandtraining,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,c7bdec82-b121-420a-a66b-8ed2c259b4d7,2021-06-08,pfsopandtraining,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7258601,National Institute of Environmental Health Sciences (NIEHS),18334275-21d1-46e7-8b27-8c4418e21de8,niehs,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,niehs,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7291031,"Helmer, Inc.",60057312-297d-4f04-843f-8b2c22d86d26,helmercloud,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,helmercloud,prod,8913,8913,8.9.13,8.9.13,8.x,2021-01-21,0,8.x,2021-01-21,0,,,Update
7299476,"King Arthur Flour Company, Inc. (The)",e822e92c-78d9-4e92-a4ef-92c9dc0dd2b7,kingarthur,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,kingarthur,prod,919,111,9.1.9,1.1.1,9.x,2021-05-26,1,,,0,,,Update
7299751,Accurate Industries,8414a19f-0737-4538-a24d-75c54b15505b,bathingbrands,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,bathingbrands,prod,8915,856,8.9.15,8.5.6,8.x,2021-05-05,0,8.x,2018-08-01,0,,,Update
7299796,datacatalog01,c934299e-58d4-4c50-8da4-246726de9622,datacatalog01,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,datacatalog01,prod,8914,8916,8.9.14,8.9.16,8.x,2021-04-21,0,8.x,2021-05-26,1,,x,Update
7318466,HelloWorld,408ea566-2e84-44bb-ab30-47984919871f,helloworld,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,helloworld,prod,8616,897,8.6.16,8.9.7,8.x,2019-05-08,0,8.x,2020-10-07,0,,,Update
7359936,JNJ MD NA B39 D6 - events.depuysynthes.com,07262a3a-f73b-4a4e-b9e4-acc18d701a67,jnjnab39d6,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,jnjnab39d6,prod,8610,8610,8.6.10,8.6.10,8.x,2019-02-20,0,8.x,2019-02-20,0,,,Update
7359956,JNJ MD NA B39 D7 - www.dpspatentmarkingsearch.com,ceffc98c-7f6b-44ed-8475-d173c8f0bfd1,jnjnab39d7,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,jnjnab39d7,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7366091,pfakworkshopdk,b5c85919-fa42-4936-8ef1-580efa2b45b9,pfakworkshopdk,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,b5c85919-fa42-4936-8ef1-580efa2b45b9,2021-06-08,pfakworkshopdk,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,No Inform
7369006,JNJ CORP EMEA B7 D21 - Digital tools hosting platform,4cd24e03-93ad-47e9-a5a0-bd3aaeec62dc,jnjemeab7d21,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,jnjemeab7d21,prod,772,780,7.72,7.80,7.x,2020-06-17,0,7.x,2021-04-21,1,,,Update
7376146,pfmeningokokas,625172a7-4389-4de9-ade6-7ef8bce5c5d4,pfmeningokokas,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,625172a7-4389-4de9-ade6-7ef8bce5c5d4,2021-06-08,pfmeningokokas,prod,111,333,1.1.1,3.3.3,,,0,,,0,,,
7376606,pffundacionpfizer,b8af5d0b-8aeb-44ed-98c4-9ff70ea0bc90,pffundacionpfizer,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,b8af5d0b-8aeb-44ed-98c4-9ff70ea0bc90,2021-06-08,pffundacionpfizer,prod,777,333,7.77,3.3.3,7.x,2020-12-03,0,,,0,,,No Inform
7376831,JNJ CORP NA B9 D24 - welcome.jnj.com,93014663-a694-47ca-88a8-3c8de40c54b3,jnjnab9d24,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,jnjnab9d24,prod,8615,8615,8.6.15,8.6.15,8.x,2019-04-17,0,8.x,2019-04-17,0,,,Update
7377936,bostond8,5ad427f5-60d6-48fd-983e-670ddc7767c4,bostond8,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,bostond8,prod,8916,8916,8.9.16,8.9.16,8.x,2021-05-26,1,8.x,2021-05-26,1,x,x,Update
7377956,pfprogramaanhel,9b2e474c-f7f3-4d00-8559-45275e0d60bd,pfprogramaanhel,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,9b2e474c-f7f3-4d00-8559-45275e0d60bd,2021-06-08,pfprogramaanhel,prod,773,111,7.73,1.1.1,7.x,2020-09-16,0,,,0,,,No Inform
7377976,pfmeetmenfr,852f5171-c79d-4ef9-b2c0-9121ad30ac49,pfmeetmenfr,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,852f5171-c79d-4ef9-b2c0-9121ad30ac49,2021-06-08,pfmeetmenfr,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7385506,Nanawall D8,a7823aad-9df5-4e6f-bb41-a935a7ba7dda,nanawalld8,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,nanawalld8,prod,8916,111,8.9.16,1.1.1,8.x,2021-05-26,1,,,0,x,,Update
7407186,pfrccvirtualcommeu,5a24bb92-697e-4e96-ab1c-195baa14f1d2,pfrccvirtualcommeu,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,none,5a24bb92-697e-4e96-ab1c-195baa14f1d2,2021-06-08,pfrccvirtualcommeu,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
7407976,(add)ventures - cvsbuysell,115285e6-408c-49cf-865b-d431ee6c8322,cvsbuysell,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,cvsbuysell,prod,8711,8916,8.7.11,8.9.16,8.x,2019-12-18,0,8.x,2021-05-26,1,,x,Update
7415091,pfemotionspacept [pfemotionspacept],ff420f62-658a-4f8e-b7f4-50ae322be537,pfemotionspacept,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,pfemotionspacept,prod,780,111,7.80,1.1.1,7.x,2021-04-21,1,,,0,,,Update
7423706,Westfield Bank - D8,73b11e9b-074a-47f3-b427-3dc80bb48abb,westfieldd8,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,westfieldd8,prod,8915,8916,8.9.15,8.9.16,8.x,2021-05-05,0,8.x,2021-05-26,1,,x,Update
7433651,Onondaga Library,9ae2648d-60b5-46c4-a931-487a740af412,library,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,library,prod,333,111,3.3.3,1.1.1,,,0,,,0,,,Update
7441016,Michael Page EMEA West (VPC),1f5ed5c5-19dc-48b5-bc9a-70f584d8a332,mpageeuwest,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,mpageeuwest,prod,774,333,7.74,3.3.3,7.x,2020-11-18,0,,,0,,,Update
7465406,pfgethealthystay,26fcdeb3-3b5e-4a9e-a6b7-591a35f70d51,pfgethealthystay,d6e4a9b6646c62fc48baa6dd6150d1f7,d6e4a9b6646c62fc48baa6dd6150d1f7,prod,ACE,1,1,,,2021-06-08,pfgethealthystay,prod,111,111,1.1.1,1.1.1,,,0,,,0,,,
